K,选择规则,候选编号,任务组编号,架次编号,资源类型,独立资源编号,占用开始（s）,占用结束（s）,占用时长（s）,区间口径
3,资源优先,K3-017,G1,T030,battery_A,K3-017/G1/battery_A-01,7573.0,9604.204271879,2031.204271879,"[开始,结束)"
3,资源优先,K3-017,G1,T019,battery_B,K3-017/G1/battery_B-01,0.0,2192.091975966,2192.091975966,"[开始,结束)"
3,资源优先,K3-017,G1,T001,battery_B,K3-017/G1/battery_B-02,0.0,3782.00690664,3782.00690664,"[开始,结束)"
3,资源优先,K3-017,G1,T022,battery_B,K3-017/G1/battery_B-03,1090.0,3371.126783524,2281.126783524,"[开始,结束)"
3,资源优先,K3-017,G1,T002,battery_B,K3-017/G1/battery_B-04,2119.0,5582.479210484,3463.479210484,"[开始,结束)"
3,资源优先,K3-017,G1,T028,battery_B,K3-017/G1/battery_B-01,3903.0,6661.547746174,2758.547746174,"[开始,结束)"
3,资源优先,K3-017,G1,T009,battery_B,K3-017/G1/battery_B-02,4176.0,8127.572258025,3951.572258025,"[开始,结束)"
3,资源优先,K3-017,G1,T012,battery_B,K3-017/G1/battery_B-03,5344.0,8838.73822449,3494.73822449,"[开始,结束)"
3,资源优先,K3-017,G1,T025,battery_B,K3-017/G1/battery_B-04,6257.0,9703.556388619,3446.556388619,"[开始,结束)"
3,资源优先,K3-017,G1,T004,battery_C,K3-017/G1/battery_C-01,0.0,3664.472108359,3664.472108359,"[开始,结束)"
3,资源优先,K3-017,G1,T003,battery_C,K3-017/G1/battery_C-02,0.0,4642.182124601,4642.182124601,"[开始,结束)"
3,资源优先,K3-017,G1,T011,battery_C,K3-017/G1/battery_C-01,5304.0,9917.609380157,4613.609380157,"[开始,结束)"
3,资源优先,K3-017,G1,T027,battery_C,K3-017/G1/battery_C-02,5316.0,9766.058760015,4450.058760015,"[开始,结束)"
3,资源优先,K3-017,G1,T031,battery_C,K3-017/G1/battery_C-03,7504.0,11108.177644044,3604.177644044,"[开始,结束)"
3,资源优先,K3-017,G1,R001,relay,K3-017/G1/relay-01,200.0,2222.244308176,2022.244308176,"[开始,结束)"
3,资源优先,K3-017,G1,R003,relay,K3-017/G1/relay-02,306.0,2386.579131013,2080.579131013,"[开始,结束)"
3,资源优先,K3-017,G1,R002,relay,K3-017/G1/relay-01,2387.0,4195.013244273,1808.013244273,"[开始,结束)"
3,资源优先,K3-017,G1,R008,relay,K3-017/G1/relay-01,4196.0,5479.48499145,1283.48499145,"[开始,结束)"
3,资源优先,K3-017,G1,R004,relay,K3-017/G1/relay-02,4538.0,6380.933369004,1842.933369004,"[开始,结束)"
3,资源优先,K3-017,G1,R006,relay,K3-017/G1/relay-01,5480.0,9982.202946367,4502.202946367,"[开始,结束)"
3,资源优先,K3-017,G1,R007,relay,K3-017/G1/relay-02,6431.0,8310.670088655,1879.670088655,"[开始,结束)"
3,资源优先,K3-017,G1,R001,module,K3-017/G1/module-01,200.0,2598.78397099,2398.78397099,"[开始,结束)"
3,资源优先,K3-017,G1,R003,module,K3-017/G1/module-02,306.0,2772.809250231,2466.809250231,"[开始,结束)"
3,资源优先,K3-017,G1,R002,module,K3-017/G1/module-03,2387.0,4551.243297014,2164.243297014,"[开始,结束)"
3,资源优先,K3-017,G1,R008,module,K3-017/G1/module-01,4196.0,5591.888189279,1395.888189279,"[开始,结束)"
3,资源优先,K3-017,G1,R004,module,K3-017/G1/module-02,4538.0,6736.473305911,2198.473305911,"[开始,结束)"
3,资源优先,K3-017,G1,R006,module,K3-017/G1/module-03,5480.0,10664.726722341,5184.726722341,"[开始,结束)"
3,资源优先,K3-017,G1,R007,module,K3-017/G1/module-01,6431.0,8671.960977788,2240.960977788,"[开始,结束)"
3,资源优先,K3-017,G2,T010,drone_C,K3-017/G2/drone_C-01,1948.0,4249.056685696,2301.056685696,"[开始,结束)"
3,资源优先,K3-017,G2,T010,battery_C,K3-017/G2/battery_C-01,1948.0,6748.792732214,4800.792732214,"[开始,结束)"
3,资源优先,K3-017,G2,R005,relay,K3-017/G2/relay-01,2223.0,4537.243035215,2314.243035215,"[开始,结束)"
3,资源优先,K3-017,G2,R005,module,K3-017/G2/module-01,2223.0,4960.603430562,2737.603430562,"[开始,结束)"
3,资源优先,K3-017,G3,T007,drone_A,K3-017/G3/drone_A-01,1613.0,2926.341455172,1313.341455172,"[开始,结束)"
3,资源优先,K3-017,G3,T023,drone_A,K3-017/G3/drone_A-01,3911.0,5224.341455172,1313.341455172,"[开始,结束)"
3,资源优先,K3-017,G3,T024,drone_B,K3-017/G3/drone_B-01,2240.0,3447.161863682,1207.161863682,"[开始,结束)"
3,资源优先,K3-017,G3,T007,battery_A,K3-017/G3/battery_A-01,1613.0,3805.138589299,2192.138589299,"[开始,结束)"
3,资源优先,K3-017,G3,T023,battery_A,K3-017/G3/battery_A-01,3911.0,6116.274352941,2205.274352941,"[开始,结束)"
3,资源优先,K3-017,G3,T024,battery_B,K3-017/G3/battery_B-01,2240.0,4606.897004383,2366.897004383,"[开始,结束)"
3,均衡优先,K3-084,G1,T008,drone_A,K3-084/G1/drone_A-01,1655.0,2965.886407217,1310.886407217,"[开始,结束)"
3,均衡优先,K3-084,G1,T018,drone_A,K3-084/G1/drone_A-02,2678.0,3928.886407217,1250.886407217,"[开始,结束)"
3,均衡优先,K3-084,G1,T021,drone_A,K3-084/G1/drone_A-03,2720.0,3910.886407217,1190.886407217,"[开始,结束)"
3,均衡优先,K3-084,G1,T020,drone_A,K3-084/G1/drone_A-04,2927.0,4117.886407217,1190.886407217,"[开始,结束)"
3,均衡优先,K3-084,G1,T017,drone_A,K3-084/G1/drone_A-01,2966.0,4216.886407217,1250.886407217,"[开始,结束)"
3,均衡优先,K3-084,G1,T016,drone_A,K3-084/G1/drone_A-02,3929.0,5179.886407217,1250.886407217,"[开始,结束)"
3,均衡优先,K3-084,G1,T015,drone_A,K3-084/G1/drone_A-01,4900.0,6122.012479041,1222.012479041,"[开始,结束)"
3,均衡优先,K3-084,G1,T033,drone_A,K3-084/G1/drone_A-01,6767.0,7929.012479041,1162.012479041,"[开始,结束)"
3,均衡优先,K3-084,G1,T030,drone_A,K3-084/G1/drone_A-02,7573.0,8763.886407217,1190.886407217,"[开始,结束)"
3,均衡优先,K3-084,G1,T019,drone_B,K3-084/G1/drone_B-01,0.0,1089.089731405,1089.089731405,"[开始,结束)"
3,均衡优先,K3-084,G1,T022,drone_B,K3-084/G1/drone_B-01,1090.0,2239.089731405,1149.089731405,"[开始,结束)"
3,均衡优先,K3-084,G1,T008,battery_A,K3-084/G1/battery_A-01,1655.0,3831.12575927,2176.12575927,"[开始,结束)"
3,均衡优先,K3-084,G1,T018,battery_A,K3-084/G1/battery_A-02,2678.0,4799.325632626,2121.325632626,"[开始,结束)"
3,均衡优先,K3-084,G1,T021,battery_A,K3-084/G1/battery_A-03,2720.0,4763.178411027,2043.178411027,"[开始,结束)"
3,均衡优先,K3-084,G1,T020,battery_A,K3-084/G1/battery_A-04,2927.0,4970.178411027,2043.178411027,"[开始,结束)"
3,均衡优先,K3-084,G1,T017,battery_A,K3-084/G1/battery_A-05,2966.0,5087.325632626,2121.325632626,"[开始,结束)"
3,均衡优先,K3-084,G1,T016,battery_A,K3-084/G1/battery_A-01,3929.0,6050.325632626,2121.325632626,"[开始,结束)"
3,均衡优先,K3-084,G1,T015,battery_A,K3-084/G1/battery_A-02,4900.0,6954.802966135,2054.802966135,"[开始,结束)"
3,均衡优先,K3-084,G1,T033,battery_A,K3-084/G1/battery_A-01,6767.0,8747.194627687,1980.194627687,"[开始,结束)"
3,均衡优先,K3-084,G1,T030,battery_A,K3-084/G1/battery_A-02,7573.0,9604.204271879,2031.204271879,"[开始,结束)"
3,均衡优先,K3-084,G1,T019,battery_B,K3-084/G1/battery_B-01,0.0,2192.091975966,2192.091975966,"[开始,结束)"
3,均衡优先,K3-084,G1,T022,battery_B,K3-084/G1/battery_B-02,1090.0,3371.126783524,2281.126783524,"[开始,结束)"
3,均衡优先,K3-084,G2,T006,drone_A,K3-084/G2/drone_A-01,0.0,1612.012586328,1612.012586328,"[开始,结束)"
3,均衡优先,K3-084,G2,T005,drone_A,K3-084/G2/drone_A-02,0.0,1654.702640363,1654.702640363,"[开始,结束)"
3,均衡优先,K3-084,G2,T013,drone_A,K3-084/G2/drone_A-03,65.0,1757.191479085,1692.191479085,"[开始,结束)"
3,均衡优先,K3-084,G2,T014,drone_A,K3-084/G2/drone_A-04,72.0,1760.600643981,1688.600643981,"[开始,结束)"
3,均衡优先,K3-084,G2,T026,drone_A,K3-084/G2/drone_A-01,5310.0,7572.502369628,2262.502369628,"[开始,结束)"
3,均衡优先,K3-084,G2,T029,drone_A,K3-084/G2/drone_A-02,6198.0,7750.012586328,1552.012586328,"[开始,结束)"
3,均衡优先,K3-084,G2,T032,drone_A,K3-084/G2/drone_A-03,6342.0,7970.600643981,1628.600643981,"[开始,结束)"
3,均衡优先,K3-084,G2,T001,drone_B,K3-084/G2/drone_B-01,0.0,1922.696825047,1922.696825047,"[开始,结束)"
3,均衡优先,K3-084,G2,T028,drone_B,K3-084/G2/drone_B-01,3903.0,5338.251496079,1435.251496079,"[开始,结束)"
3,均衡优先,K3-084,G2,T009,drone_B,K3-084/G2/drone_B-02,4176.0,6256.421776237,2080.421776237,"[开始,结束)"
3,均衡优先,K3-084,G2,T012,drone_B,K3-084/G2/drone_B-01,5344.0,7172.241630067,1828.241630067,"[开始,结束)"
3,均衡优先,K3-084,G2,T025,drone_B,K3-084/G2/drone_B-02,6257.0,8013.690805137,1756.690805137,"[开始,结束)"
3,均衡优先,K3-084,G2,T004,drone_C,K3-084/G2/drone_C-01,0.0,1907.487515274,1907.487515274,"[开始,结束)"
3,均衡优先,K3-084,G2,T003,drone_C,K3-084/G2/drone_C-02,0.0,2107.808889853,2107.808889853,"[开始,结束)"
3,均衡优先,K3-084,G2,T011,drone_C,K3-084/G2/drone_C-01,5304.0,7503.701495183,2199.701495183,"[开始,结束)"
3,均衡优先,K3-084,G2,T027,drone_C,K3-084/G2/drone_C-02,5316.0,7553.989822298,2237.989822298,"[开始,结束)"
3,均衡优先,K3-084,G2,T031,drone_C,K3-084/G2/drone_C-01,7504.0,9249.191340169,1745.191340169,"[开始,结束)"
3,均衡优先,K3-084,G2,T006,battery_A,K3-084/G2/battery_A-01,0.0,2677.566280745,2677.566280745,"[开始,结束)"
3,均衡优先,K3-084,G2,T005,battery_A,K3-084/G2/battery_A-02,0.0,2719.321472453,2719.321472453,"[开始,结束)"
3,均衡优先,K3-084,G2,T013,battery_A,K3-084/G2/battery_A-03,65.0,2870.009778772,2805.009778772,"[开始,结束)"
3,均衡优先,K3-084,G2,T014,battery_A,K3-084/G2/battery_A-04,72.0,2911.978545793,2839.978545793,"[开始,结束)"
3,均衡优先,K3-084,G2,T026,battery_A,K3-084/G2/battery_A-01,5310.0,8963.21028909,3653.21028909,"[开始,结束)"
3,均衡优先,K3-084,G2,T029,battery_A,K3-084/G2/battery_A-02,6198.0,8790.519126866,2592.519126866,"[开始,结束)"
3,均衡优先,K3-084,G2,T032,battery_A,K3-084/G2/battery_A-03,6342.0,9094.021171488,2752.021171488,"[开始,结束)"
3,均衡优先,K3-084,G2,T001,battery_B,K3-084/G2/battery_B-01,0.0,3782.00690664,3782.00690664,"[开始,结束)"
3,均衡优先,K3-084,G2,T028,battery_B,K3-084/G2/battery_B-01,3903.0,6661.547746174,2758.547746174,"[开始,结束)"
3,均衡优先,K3-084,G2,T009,battery_B,K3-084/G2/battery_B-02,4176.0,8127.572258025,3951.572258025,"[开始,结束)"
3,均衡优先,K3-084,G2,T012,battery_B,K3-084/G2/battery_B-03,5344.0,8838.73822449,3494.73822449,"[开始,结束)"
3,均衡优先,K3-084,G2,T025,battery_B,K3-084/G2/battery_B-04,6257.0,9703.556388619,3446.556388619,"[开始,结束)"
3,均衡优先,K3-084,G2,T004,battery_C,K3-084/G2/battery_C-01,0.0,3664.472108359,3664.472108359,"[开始,结束)"
3,均衡优先,K3-084,G2,T003,battery_C,K3-084/G2/battery_C-02,0.0,4642.182124601,4642.182124601,"[开始,结束)"
3,均衡优先,K3-084,G2,T011,battery_C,K3-084/G2/battery_C-01,5304.0,9917.609380157,4613.609380157,"[开始,结束)"
3,均衡优先,K3-084,G2,T027,battery_C,K3-084/G2/battery_C-02,5316.0,9766.058760015,4450.058760015,"[开始,结束)"
3,均衡优先,K3-084,G2,T031,battery_C,K3-084/G2/battery_C-03,7504.0,11108.177644044,3604.177644044,"[开始,结束)"
3,均衡优先,K3-084,G2,R001,relay,K3-084/G2/relay-01,200.0,2222.244308176,2022.244308176,"[开始,结束)"
3,均衡优先,K3-084,G2,R003,relay,K3-084/G2/relay-02,306.0,2386.579131013,2080.579131013,"[开始,结束)"
3,均衡优先,K3-084,G2,R008,relay,K3-084/G2/relay-01,4196.0,5479.48499145,1283.48499145,"[开始,结束)"
3,均衡优先,K3-084,G2,R004,relay,K3-084/G2/relay-02,4538.0,6380.933369004,1842.933369004,"[开始,结束)"
3,均衡优先,K3-084,G2,R006,relay,K3-084/G2/relay-01,5480.0,9982.202946367,4502.202946367,"[开始,结束)"
3,均衡优先,K3-084,G2,R007,relay,K3-084/G2/relay-02,6431.0,8310.670088655,1879.670088655,"[开始,结束)"
3,均衡优先,K3-084,G2,R001,module,K3-084/G2/module-01,200.0,2598.78397099,2398.78397099,"[开始,结束)"
3,均衡优先,K3-084,G2,R003,module,K3-084/G2/module-02,306.0,2772.809250231,2466.809250231,"[开始,结束)"
3,均衡优先,K3-084,G2,R008,module,K3-084/G2/module-01,4196.0,5591.888189279,1395.888189279,"[开始,结束)"
3,均衡优先,K3-084,G2,R004,module,K3-084/G2/module-02,4538.0,6736.473305911,2198.473305911,"[开始,结束)"
3,均衡优先,K3-084,G2,R006,module,K3-084/G2/module-03,5480.0,10664.726722341,5184.726722341,"[开始,结束)"
3,均衡优先,K3-084,G2,R007,module,K3-084/G2/module-01,6431.0,8671.960977788,2240.960977788,"[开始,结束)"
3,均衡优先,K3-084,G3,T007,drone_A,K3-084/G3/drone_A-01,1613.0,2926.341455172,1313.341455172,"[开始,结束)"
3,均衡优先,K3-084,G3,T023,drone_A,K3-084/G3/drone_A-01,3911.0,5224.341455172,1313.341455172,"[开始,结束)"
3,均衡优先,K3-084,G3,T002,drone_B,K3-084/G3/drone_B-01,2119.0,3988.564430742,1869.564430742,"[开始,结束)"
3,均衡优先,K3-084,G3,T024,drone_B,K3-084/G3/drone_B-02,2240.0,3447.161863682,1207.161863682,"[开始,结束)"
3,均衡优先,K3-084,G3,T010,drone_C,K3-084/G3/drone_C-01,1948.0,4249.056685696,2301.056685696,"[开始,结束)"
3,均衡优先,K3-084,G3,T007,battery_A,K3-084/G3/battery_A-01,1613.0,3805.138589299,2192.138589299,"[开始,结束)"
3,均衡优先,K3-084,G3,T023,battery_A,K3-084/G3/battery_A-01,3911.0,6116.274352941,2205.274352941,"[开始,结束)"
3,均衡优先,K3-084,G3,T002,battery_B,K3-084/G3/battery_B-01,2119.0,5582.479210484,3463.479210484,"[开始,结束)"
3,均衡优先,K3-084,G3,T024,battery_B,K3-084/G3/battery_B-02,2240.0,4606.897004383,2366.897004383,"[开始,结束)"
3,均衡优先,K3-084,G3,T010,battery_C,K3-084/G3/battery_C-01,1948.0,6748.792732214,4800.792732214,"[开始,结束)"
3,均衡优先,K3-084,G3,R005,relay,K3-084/G3/relay-01,2223.0,4537.243035215,2314.243035215,"[开始,结束)"
3,均衡优先,K3-084,G3,R002,relay,K3-084/G3/relay-02,2387.0,4195.013244273,1808.013244273,"[开始,结束)"
3,均衡优先,K3-084,G3,R005,module,K3-084/G3/module-01,2223.0,4960.603430562,2737.603430562,"[开始,结束)"
3,均衡优先,K3-084,G3,R002,module,K3-084/G3/module-02,2387.0,4551.243297014,2164.243297014,"[开始,结束)"
